Label, Easting, Northing, Ellip Height
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0667_6.tif, 2613437.897562, 1128047.231342,   685.6742
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0668_6.tif, 2613439.778146, 1128052.615270,   685.6814
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0669_6.tif, 2613441.030800, 1128056.204240,   685.6966
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0670_6.tif, 2613442.640467, 1128060.929531,   685.7159
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0671_6.tif, 2613444.275950, 1128065.877065,   685.7351
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0672_6.tif, 2613445.616664, 1128069.865669,   685.7596
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0673_6.tif, 2613447.687927, 1128075.941823,   685.7863
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0674_6.tif, 2613449.236700, 1128080.377236,   685.7870
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0675_6.tif, 2613450.407906, 1128083.704663,   685.7988
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0676_6.tif, 2613453.416624, 1128089.337317,   685.7948
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0677_6.tif, 2613455.798818, 1128088.982060,   685.8046
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0678_6.tif, 2613460.029742, 1128086.402284,   685.8180
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0679_6.tif, 2613461.345271, 1128085.240634,   685.8309
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0680_6.tif, 2613460.827288, 1128080.853654,   685.8353
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0681_6.tif, 2613457.305986, 1128071.401615,   685.8583
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0682_6.tif, 2613455.909550, 1128067.515216,   685.8630
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0683_6.tif, 2613454.521871, 1128063.546016,   685.8722
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0684_6.tif, 2613452.821717, 1128058.477421,   685.8922
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0685_6.tif, 2613451.392812, 1128054.265936,   685.8991
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0686_6.tif, 2613449.378546, 1128048.371149,   685.9098
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0687_6.tif, 2613447.952305, 1128044.233125,   685.9301
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0688_6.tif, 2613446.355556, 1128039.590444,   685.9433
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0689_6.tif, 2613444.312114, 1128033.616677,   685.9481
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0690_6.tif, 2613443.229011, 1128030.405112,   685.9431
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0691_6.tif, 2613441.675853, 1128025.786264,   685.9467
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0692_6.tif, 2613439.722530, 1128019.958885,   685.9706
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0693_6.tif, 2613438.333319, 1128015.933103,   685.9893
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0694_6.tif, 2613436.490943, 1128010.585279,   686.0031
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0695_6.tif, 2613435.098451, 1128006.532602,   686.0004
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0696_6.tif, 2613433.686612, 1128002.438593,   685.9982
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0697_6.tif, 2613431.233838, 1127995.332613,   686.0053
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0698_6.tif, 2613429.729581, 1127990.962451,   686.0244
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0699_6.tif, 2613428.324775, 1127986.815533,   686.0408
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0700_6.tif, 2613426.209361, 1127980.558408,   686.0622
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0701_6.tif, 2613424.935602, 1127976.821958,   686.0715
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0702_6.tif, 2613423.563479, 1127972.827144,   686.0807
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0703_6.tif, 2613421.544206, 1127966.993251,   686.0920
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0704_6.tif, 2613420.445021, 1127963.812523,   686.0869
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0705_6.tif, 2613418.358595, 1127957.750363,   686.0913
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0706_6.tif, 2613416.699392, 1127952.885425,   686.1200
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0707_6.tif, 2613415.252433, 1127948.640228,   686.1360
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0708_6.tif, 2613413.098218, 1127942.327605,   686.1577
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0709_6.tif, 2613411.786323, 1127938.489658,   686.1713
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0710_6.tif, 2613410.585355, 1127934.986560,   686.1800
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0711_6.tif, 2613408.047910, 1127927.603608,   686.1938
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0712_6.tif, 2613406.603519, 1127923.413446,   686.1996
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0713_6.tif, 2613405.239130, 1127919.447578,   686.2057
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0714_6.tif, 2613403.392320, 1127914.071444,   686.2154
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0715_6.tif, 2613402.303640, 1127910.889561,   686.2249
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0716_6.tif, 2613400.246171, 1127904.840216,   686.2373
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0717_6.tif, 2613398.863531, 1127900.737199,   686.2399
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0718_6.tif, 2613397.136164, 1127895.675326,   686.2627
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0719_6.tif, 2613394.233969, 1127887.240277,   686.2778
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0720_6.tif, 2613393.639262, 1127885.517663,   686.2758
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0721_6.tif, 2613392.433483, 1127882.010170,   686.2833
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0722_6.tif, 2613389.934048, 1127874.716314,   686.3180
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0723_6.tif, 2613387.316716, 1127867.057094,   686.3589
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0724_6.tif, 2613387.287890, 1127866.972942,   686.3589
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0725_6.tif, 2613384.955466, 1127860.198949,   686.3665
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0726_6.tif, 2613383.544853, 1127856.148376,   686.3776
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0727_6.tif, 2613382.110485, 1127851.982283,   686.3920
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0728_6.tif, 2613380.718305, 1127847.915086,   686.4075
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0729_6.tif, 2613379.166872, 1127843.426215,   686.4053
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0730_6.tif, 2613376.734795, 1127836.401001,   686.4082
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0731_6.tif, 2613375.230356, 1127832.041320,   686.4184
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0732_6.tif, 2613374.145755, 1127828.791047,   686.4141
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0733_6.tif, 2613371.702152, 1127821.522080,   686.4119
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0734_6.tif, 2613370.413407, 1127817.722602,   686.4157
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0735_6.tif, 2613368.077364, 1127810.987763,   686.4611
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0736_6.tif, 2613367.081436, 1127808.126034,   686.4722
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0737_6.tif, 2613365.992833, 1127804.998793,   686.4759
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0738_6.tif, 2613363.825496, 1127798.762447,   686.4781
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0739_6.tif, 2613362.328890, 1127794.450368,   686.4770
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0740_6.tif, 2613360.775973, 1127789.977886,   686.4810
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0741_6.tif, 2613358.737781, 1127784.035387,   686.4944
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0742_6.tif, 2613357.490338, 1127780.352669,   686.5076
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0743_6.tif, 2613356.139705, 1127776.316651,   686.5136
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0744_6.tif, 2613353.556886, 1127768.686246,   686.5288
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0745_6.tif, 2613351.869666, 1127763.784161,   686.5446
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0746_6.tif, 2613350.395718, 1127759.531921,   686.5640
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0747_6.tif, 2613348.810058, 1127754.969924,   686.5769
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0748_6.tif, 2613347.516455, 1127751.259432,   686.5802
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0749_6.tif, 2613345.665102, 1127745.893565,   686.6282
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0750_6.tif, 2613344.754565, 1127743.102876,   686.6624
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0751_6.tif, 2613346.083973, 1127740.518185,   686.6328
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0752_6.tif, 2613349.049648, 1127739.654849,   686.6401
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0753_6.tif, 2613354.428347, 1127739.464613,   686.6493
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0754_6.tif, 2613358.182967, 1127748.764247,   686.6467
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0755_6.tif, 2613359.537866, 1127753.144466,   686.6679
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0756_6.tif, 2613360.964307, 1127757.401057,   686.6946
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0757_6.tif, 2613362.316426, 1127761.322234,   686.7045
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0758_6.tif, 2613363.757917, 1127765.429823,   686.7051
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0759_6.tif, 2613365.981804, 1127771.871793,   686.7316
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0760_6.tif, 2613367.575141, 1127776.535795,   686.7531
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0761_6.tif, 2613368.806846, 1127780.165324,   686.7672
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0762_6.tif, 2613370.461615, 1127785.001063,   686.7788
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0763_6.tif, 2613372.514787, 1127790.977141,   686.7873
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0764_6.tif, 2613374.268073, 1127796.100115,   686.7947
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0765_6.tif, 2613375.994053, 1127801.157923,   686.8018
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0766_6.tif, 2613377.459366, 1127805.446551,   686.8079
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0767_6.tif, 2613379.405762, 1127811.105928,   686.8170
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0768_6.tif, 2613380.645162, 1127814.716598,   686.8274
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0769_6.tif, 2613382.017429, 1127818.717061,   686.8407
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0770_6.tif, 2613383.994529, 1127824.549411,   686.8505
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0771_6.tif, 2613385.058736, 1127827.674998,   686.8601
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0772_6.tif, 2613387.129528, 1127833.696166,   686.8959
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0773_6.tif, 2613388.637076, 1127838.037156,   686.8966
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0774_6.tif, 2613390.056116, 1127842.126395,   686.8956
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0775_6.tif, 2613392.342364, 1127848.814889,   686.9010
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0776_6.tif, 2613393.745091, 1127852.947398,   686.9096
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0777_6.tif, 2613395.172464, 1127857.153390,   686.9193
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0778_6.tif, 2613397.767223, 1127864.685062,   686.9387
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0779_6.tif, 2613399.208422, 1127868.883567,   686.9401
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0780_6.tif, 2613400.471844, 1127872.562001,   686.9432
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0781_6.tif, 2613403.170151, 1127880.402968,   686.9683
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0782_6.tif, 2613403.292642, 1127880.759826,   686.9702
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0783_6.tif, 2613405.325753, 1127886.682958,   687.0027
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0784_6.tif, 2613406.741739, 1127890.818451,   687.0115
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0785_6.tif, 2613408.004442, 1127894.502446,   687.0188
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0786_6.tif, 2613410.633625, 1127902.025758,   687.0248
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0787_6.tif, 2613412.267007, 1127906.612994,   687.0353
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0788_6.tif, 2613414.772852, 1127913.883368,   687.0632
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0789_6.tif, 2613416.093132, 1127917.803943,   687.0799
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0790_6.tif, 2613417.766699, 1127922.791062,   687.0858
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0791_6.tif, 2613419.347075, 1127927.438256,   687.0953
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0792_6.tif, 2613420.706050, 1127931.413153,   687.1048
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0793_6.tif, 2613422.014176, 1127935.193814,   687.1121
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0794_6.tif, 2613423.516298, 1127939.531037,   687.1203
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0795_6.tif, 2613425.002721, 1127943.839170,   687.1313
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0796_6.tif, 2613426.200599, 1127947.314834,   687.1392
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0797_6.tif, 2613428.791065, 1127954.886733,   687.1455
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0798_6.tif, 2613430.528522, 1127959.944117,   687.1738
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\003\IMG_0799_6.tif, 2613431.971528, 1127964.118277,   687.1874
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0800_6.tif, 2613433.835831, 1127969.478347,   687.1924
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0801_6.tif, 2613435.135268, 1127973.214639,   687.2090
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0802_6.tif, 2613436.845270, 1127978.144976,   687.2268
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0803_6.tif, 2613438.607712, 1127983.281084,   687.2269
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0804_6.tif, 2613439.741022, 1127986.638247,   687.2376
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0805_6.tif, 2613441.888711, 1127993.021367,   687.2629
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0806_6.tif, 2613443.201038, 1127996.843042,   687.2655
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0807_6.tif, 2613445.450408, 1128003.408191,   687.2732
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0808_6.tif, 2613446.995318, 1128007.919347,   687.2810
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0809_6.tif, 2613448.628675, 1128012.669562,   687.2936
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0810_6.tif, 2613450.157201, 1128017.098049,   687.2988
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0811_6.tif, 2613451.827585, 1128021.923714,   687.2989
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0812_6.tif, 2613453.109707, 1128025.593232,   687.3144
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0813_6.tif, 2613454.933155, 1128030.841423,   687.3366
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0814_6.tif, 2613456.704824, 1128036.040169,   687.3550
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0815_6.tif, 2613458.263906, 1128040.635460,   687.3594
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0816_6.tif, 2613459.877577, 1128045.386087,   687.3624
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0817_6.tif, 2613461.327401, 1128049.574727,   687.3824
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0818_6.tif, 2613462.669351, 1128053.468178,   687.3973
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0819_6.tif, 2613465.141960, 1128060.706545,   687.4084
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0820_6.tif, 2613466.260724, 1128063.934159,   687.4148
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0821_6.tif, 2613467.756702, 1128068.250301,   687.4241
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0822_6.tif, 2613469.588670, 1128073.536744,   687.4382
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0823_6.tif, 2613470.821580, 1128077.144826,   687.4626
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0824_6.tif, 2613472.872329, 1128081.740103,   687.4879
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0825_6.tif, 2613474.825220, 1128082.493668,   687.4893
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0826_6.tif, 2613479.415111, 1128080.282447,   687.4975
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0827_6.tif, 2613482.060838, 1128076.097490,   687.5084
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0828_6.tif, 2613481.170760, 1128073.709157,   687.4849
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0829_6.tif, 2613477.877018, 1128065.402350,   687.5008
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0830_6.tif, 2613476.396181, 1128061.277075,   687.5216
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0831_6.tif, 2613474.760465, 1128056.626263,   687.5421
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0832_6.tif, 2613472.604460, 1128050.249053,   687.5621
